BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2
true,217204,217204,217204,217204,true,184262,184262,184262,184262
true,347760,347760,347760,347760,true,277134,277134,277134,277134
true,239448,239448,239448,239448,true,186246,186246,186246,186246
true,124440,124440,124440,124440,true,115991,115991,115991,115991
true,271860,271860,271860,271860,true,271860,271860,271860,271860
true,42804,42804,42804,42804,true,31810,31810,31810,31810
true,90139,90139,90139,90139,true,90139,90139,90139,90139
true,252382,252382,252382,252382,true,250152,250152,250152,250152
true,71829,71829,71829,71829,true,45045,45045,45045,45045
true,372460,372460,372460,372460,true,351348,351348,351348,351348
true,52920,52920,52920,52920,true,52920,52920,52920,52920
true,430281,430281,430281,430281,true,349401,349401,349401,349401
true,80875,80875,80875,80875,true,69056,69056,69056,69056
true,130520,130520,130520,130520,true,130520,130520,130520,130520
true,72660,72660,72660,72660,true,47220,47220,47220,47220
true,297648,297648,297648,297648,true,291681,291681,291681,291681
true,280028,280028,280028,280028,true,280028,280028,280028,280028
true,307890,307890,307890,307890,true,307890,307890,307890,307890
true,283662,283662,283662,283662,true,222088,222088,222088,222088
true,427335,427335,427335,427335,true,346537,346537,346537,346537
true,175875,175875,175875,175875,true,126555,126555,126555,126555
true,164528,164528,164528,164528,true,130200,130200,130200,130200
true,244940,244940,244940,244940,true,178620,178620,178620,178620
true,368456,368456,368456,368456,true,368456,368456,368456,368456
true,86472,86472,86472,86472,true,81432,81432,81432,81432
true,121360,121360,121360,121360,true,121360,121360,121360,121360
true,180108,180108,180108,180108,true,174024,174024,174024,174024
true,102214,102214,102214,102214,true,102214,102214,102214,102214
true,135528,135528,135528,135528,true,70764,70764,70764,70764
true,68124,68124,68124,68124,true,68124,68124,68124,68124
true,119160,119160,119160,119160,true,87500,87500,87500,87500
true,302430,302430,302430,302430,true,161755,161755,161755,161755
true,178770,178770,178770,178770,true,115350,115350,115350,115350
true,279080,279080,279080,279080,true,205920,205920,205920,205920
true,95121,95121,95121,95121,true,95121,95121,95121,95121
true,149227,149227,149227,149227,true,149227,149227,149227,149227
true,261705,261705,261705,261705,true,136215,136215,136215,136215
true,126448,126448,126448,126448,true,74186,74186,74186,74186
true,63120,63120,63120,63120,true,47392,47392,47392,47392
true,138504,138504,138504,138504,true,91560,91560,91560,91560
true,187836,187836,187836,187836,true,187836,187836,187836,187836
true,115280,115280,115280,115280,true,79944,79944,79944,79944
true,175695,175695,175695,175695,true,165220,165220,165220,165220
true,61386,61386,61386,61386,true,61386,61386,61386,61386
true,262700,262700,262700,262700,true,166880,166880,166880,166880
true,122128,122128,122128,122128,true,122128,122128,122128,122128
true,223782,223782,223782,223782,true,175902,175902,175902,175902
true,106078,106078,106078,106078,true,65268,65268,65268,65268
true,117364,117364,117364,117364,true,110133,110133,110133,110133
true,170508,170508,170508,170508,true,147273,147273,147273,147273
true,88432,88432,88432,88432,true,57384,57384,57384,57384
true,207738,207738,207738,207738,true,180396,180396,180396,180396
true,155016,155016,155016,155016,true,96867,96867,96867,96867
true,340308,340308,340308,340308,true,247077,247077,247077,247077
true,113552,113552,113552,113552,true,93024,93024,93024,93024
true,87822,87822,87822,87822,true,77924,77924,77924,77924
true,171192,171192,171192,171192,true,170415,170415,170415,170415
true,506050,506050,506050,506050,true,481643,481643,481643,481643
true,153315,153315,153315,153315,true,153315,153315,153315,153315
true,320944,320944,320944,320944,true,176280,176280,176280,176280
true,134948,134948,134948,134948,true,134948,134948,134948,134948
true,341400,341400,341400,341400,true,208400,208400,208400,208400
true,143217,143217,143217,143217,true,129472,129472,129472,129472
true,355176,355176,355176,355176,true,355176,355176,355176,355176
true,95520,95520,95520,95520,true,70752,70752,70752,70752
true,89901,89901,89901,89901,true,62300,62300,62300,62300
true,578529,578529,578529,578529,true,530656,530656,530656,530656
true,198256,198256,198256,198256,true,147987,147987,147987,147987
true,77592,77592,77592,77592,true,77592,77592,77592,77592
true,288544,288544,288544,288544,true,288544,288544,288544,288544
true,483900,483900,483900,483900,true,364520,364520,364520,364520
true,50280,50280,50280,50280,true,50280,50280,50280,50280
true,236785,236785,236785,236785,true,206563,206563,206563,206563
true,57100,57100,57100,57100,true,57100,57100,57100,57100
true,125008,125008,125008,125008,true,117640,117640,117640,117640
true,76141,76141,76141,76141,true,75471,75471,75471,75471
true,73968,73968,73968,73968,true,73968,73968,73968,73968
true,89784,89784,89784,89784,true,89784,89784,89784,89784
true,90894,90894,90894,90894,true,73975,73975,73975,73975
true,217185,217185,217185,217185,true,123735,123735,123735,123735
true,106480,106480,106480,106480,true,93786,93786,93786,93786
true,187511,187511,187511,187511,true,133936,133936,133936,133936
true,172755,172755,172755,172755,true,148038,148038,148038,148038
true,219744,219744,219744,219744,true,219744,219744,219744,219744
true,216504,216504,216504,216504,true,216504,216504,216504,216504
true,169706,169706,169706,169706,true,127136,127136,127136,127136
true,663852,663852,663852,663852,true,514032,514032,514032,514032
true,83187,83187,83187,83187,true,69867,69867,69867,69867
true,135530,135530,135530,135530,true,99990,99990,99990,99990
true,95736,95736,95736,95736,true,95736,95736,95736,95736
true,301994,301994,301994,301994,true,272986,272986,272986,272986
true,716009,716009,716009,716009,true,406805,406805,406805,406805
true,204470,204470,204470,204470,true,204470,204470,204470,204470
true,180040,180040,180040,180040,true,132006,132006,132006,132006
true,81000,81000,81000,81000,true,81000,81000,81000,81000
true,191543,191543,191543,191543,true,112200,112200,112200,112200
true,364248,364248,364248,364248,true,241008,241008,241008,241008
true,437612,437612,437612,437612,true,282150,282150,282150,282150
true,195415,195415,195415,195415,true,164472,164472,164472,164472
true,94976,94976,94976,94976,true,94976,94976,94976,94976
true,157410,157410,157410,157410,true,157410,157410,157410,157410
true,50110,50110,50110,50110,true,47350,47350,47350,47350
true,115860,115860,115860,115860,true,115860,115860,115860,115860
true,376362,376362,376362,376362,true,260913,260913,260913,260913
true,117918,117918,117918,117918,true,76653,76653,76653,76653
true,328599,328599,328599,328599,true,288021,288021,288021,288021
true,512492,512492,512492,512492,true,488250,488250,488250,488250
true,530100,530100,530100,530100,true,424800,424800,424800,424800
true,121128,121128,121128,121128,true,67704,67704,67704,67704
true,161790,161790,161790,161790,true,134550,134550,134550,134550
true,320240,320240,320240,320240,true,180300,180300,180300,180300
true,144168,144168,144168,144168,true,144168,144168,144168,144168
true,143560,143560,143560,143560,true,88600,88600,88600,88600
true,52598,52598,52598,52598,true,52598,52598,52598,52598
true,96280,96280,96280,96280,true,96280,96280,96280,96280
true,141246,141246,141246,141246,true,118026,118026,118026,118026
true,59965,59965,59965,59965,true,55305,55305,55305,55305
true,106386,106386,106386,106386,true,53778,53778,53778,53778
true,99816,99816,99816,99816,true,81216,81216,81216,81216
true,89345,89345,89345,89345,true,89345,89345,89345,89345
true,238593,238593,238593,238593,true,214861,214861,214861,214861
true,214523,214523,214523,214523,true,134300,134300,134300,134300
true,333788,333788,333788,333788,true,232968,232968,232968,232968
true,371822,371822,371822,371822,true,210166,210166,210166,210166
true,163680,163680,163680,163680,true,94332,94332,94332,94332
true,262275,262275,262275,262275,true,162780,162780,162780,162780
true,251108,251108,251108,251108,true,193930,193930,193930,193930
true,97410,97410,97410,97410,true,58866,58866,58866,58866
true,76797,76797,76797,76797,true,76797,76797,76797,76797
true,134056,134056,134056,134056,true,134056,134056,134056,134056
true,86172,86172,86172,86172,true,86172,86172,86172,86172
true,113301,113301,113301,113301,true,89505,89505,89505,89505
true,59532,59532,59532,59532,true,43752,43752,43752,43752
true,159000,159000,159000,159000,true,117670,117670,117670,117670
true,529947,529947,529947,529947,true,473301,473301,473301,473301
true,122060,122060,122060,122060,true,87380,87380,87380,87380
true,139692,139692,139692,139692,true,139086,139086,139086,139086
true,287820,287820,287820,287820,true,194184,194184,194184,194184
true,92896,92896,92896,92896,true,92896,92896,92896,92896
true,119709,119709,119709,119709,true,119709,119709,119709,119709
true,537926,537926,537926,537926,true,353504,353504,353504,353504
true,149772,149772,149772,149772,true,149772,149772,149772,149772
true,88780,88780,88780,88780,true,81700,81700,81700,81700
true,163098,163098,163098,163098,true,163098,163098,163098,163098
true,120340,120340,120340,120340,true,120340,120340,120340,120340
true,136647,136647,136647,136647,true,109044,109044,109044,109044
true,91219,91219,91219,91219,true,69692,69692,69692,69692
true,333621,333621,333621,333621,true,231150,231150,231150,231150
true,172830,172830,172830,172830,true,172830,172830,172830,172830
true,73625,73625,73625,73625,true,73625,73625,73625,73625
true,175784,175784,175784,175784,true,139874,139874,139874,139874
true,264704,264704,264704,264704,true,156043,156043,156043,156043
true,28600,28600,28600,28600,true,28600,28600,28600,28600
true,388773,388773,388773,388773,true,271404,271404,271404,271404
true,151191,151191,151191,151191,true,151191,151191,151191,151191
true,112560,112560,112560,112560,true,112560,112560,112560,112560
true,368186,368186,368186,368186,true,366170,366170,366170,366170
true,58610,58610,58610,58610,true,58610,58610,58610,58610
true,65856,65856,65856,65856,true,65856,65856,65856,65856
true,381315,381315,381315,381315,true,269214,269214,269214,269214
true,146500,146500,146500,146500,true,80520,80520,80520,80520
true,332695,332695,332695,332695,true,191705,191705,191705,191705
true,451325,451325,451325,451325,true,275380,275380,275380,275380
true,134424,134424,134424,134424,true,79650,79650,79650,79650
true,33006,33006,33006,33006,true,21959,21959,21959,21959
true,95328,95328,95328,95328,true,85239,85239,85239,85239
true,59180,59180,59180,59180,true,53174,53174,53174,53174
true,68700,68700,68700,68700,true,68700,68700,68700,68700
true,253943,253943,253943,253943,true,141059,141059,141059,141059
true,326238,326238,326238,326238,true,295715,295715,295715,295715
true,258489,258489,258489,258489,true,231264,231264,231264,231264
true,410210,410210,410210,410210,true,386428,386428,386428,386428
true,689088,689088,689088,689088,true,400784,400784,400784,400784
true,141296,141296,141296,141296,true,88209,88209,88209,88209
true,225408,225408,225408,225408,true,138336,138336,138336,138336
true,58534,58534,58534,58534,true,50610,50610,50610,50610
true,163900,163900,163900,163900,true,106194,106194,106194,106194
true,84895,84895,84895,84895,true,45845,45845,45845,45845
true,68629,68629,68629,68629,true,53174,53174,53174,53174
true,290076,290076,290076,290076,true,234688,234688,234688,234688
true,83355,83355,83355,83355,true,64830,64830,64830,64830
true,52217,52217,52217,52217,true,52217,52217,52217,52217
true,144792,144792,144792,144792,true,126384,126384,126384,126384
true,280982,280982,280982,280982,true,183586,183586,183586,183586
true,42546,42546,42546,42546,true,42546,42546,42546,42546
true,148808,148808,148808,148808,true,148808,148808,148808,148808
true,203962,203962,203962,203962,true,112596,112596,112596,112596
true,94230,94230,94230,94230,true,94230,94230,94230,94230
true,41910,41910,41910,41910,true,23775,23775,23775,23775
true,38095,38095,38095,38095,true,23470,23470,23470,23470
true,184864,184864,184864,184864,true,174560,174560,174560,174560
true,200260,200260,200260,200260,true,121800,121800,121800,121800
true,129142,129142,129142,129142,true,129142,129142,129142,129142
true,86480,86480,86480,86480,true,86480,86480,86480,86480
true,143832,143832,143832,143832,true,143832,143832,143832,143832
true,328212,328212,328212,328212,true,182400,182400,182400,182400
true,169162,169162,169162,169162,true,169162,169162,169162,169162
true,270414,270414,270414,270414,true,177192,177192,177192,177192
true,165040,165040,165040,165040,true,165040,165040,165040,165040
true,53585,53585,53585,53585,true,53585,53585,53585,53585
true,213825,213825,213825,213825,true,154450,154450,154450,154450
true,62090,62090,62090,62090,true,36165,36165,36165,36165
true,172000,172000,172000,172000,true,104080,104080,104080,104080
true,52047,52047,52047,52047,true,52047,52047,52047,52047
true,40320,40320,40320,40320,true,22498,22498,22498,22498
true,447104,447104,447104,447104,true,280476,280476,280476,280476
true,68002,68002,68002,68002,true,60462,60462,60462,60462
true,99268,99268,99268,99268,true,99268,99268,99268,99268
true,156761,156761,156761,156761,true,156761,156761,156761,156761
true,213568,213568,213568,213568,true,173600,173600,173600,173600
true,55280,55280,55280,55280,true,55280,55280,55280,55280
true,130734,130734,130734,130734,true,108864,108864,108864,108864
true,54700,54700,54700,54700,true,43410,43410,43410,43410
true,127719,127719,127719,127719,true,127719,127719,127719,127719
true,52854,52854,52854,52854,true,35652,35652,35652,35652
true,204896,204896,204896,204896,true,118352,118352,118352,118352
true,331474,331474,331474,331474,true,331474,331474,331474,331474
true,91212,91212,91212,91212,true,91212,91212,91212,91212
true,110132,110132,110132,110132,true,81829,81829,81829,81829
true,88970,88970,88970,88970,true,88970,88970,88970,88970
true,317826,317826,317826,317826,true,272484,272484,272484,272484
true,101664,101664,101664,101664,true,73814,73814,73814,73814
true,36155,36155,36155,36155,true,36155,36155,36155,36155
true,361632,361632,361632,361632,true,284950,284950,284950,284950
true,194672,194672,194672,194672,true,168050,168050,168050,168050
true,139350,139350,139350,139350,true,139350,139350,139350,139350
true,32590,32590,32590,32590,true,21595,21595,21595,21595
true,80793,80793,80793,80793,true,76630,76630,76630,76630
true,262756,262756,262756,262756,true,257703,257703,257703,257703
true,211429,211429,211429,211429,true,153289,153289,153289,153289
true,275788,275788,275788,275788,true,182688,182688,182688,182688
