BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1
true,77220,77220,77220,77220
true,230130,230130,230130,230130
true,71978,71978,71978,71978
true,64449,64449,64449,64449
true,129200,129200,129200,129200
true,114416,114416,114416,114416
true,15988,15988,15988,15988
true,46320,46320,46320,46320
true,111608,111608,111608,111608
true,50448,50448,50448,50448
true,28668,28668,28668,28668
true,26640,26640,26640,26640
true,295482,295482,295482,295482
true,111579,111579,111579,111579
true,46516,46516,46516,46516
true,134205,134205,134205,134205
true,66276,66276,66276,66276
true,70886,70886,70886,70886
true,107068,107068,107068,107068
true,355240,355240,355240,355240
true,57260,57260,57260,57260
true,83886,83886,83886,83886
true,131685,131685,131685,131685
true,111432,111432,111432,111432
true,61952,61952,61952,61952
true,39552,39552,39552,39552
true,221370,221370,221370,221370
true,100896,100896,100896,100896
true,73056,73056,73056,73056
true,87927,87927,87927,87927
true,107445,107445,107445,107445
true,16356,16356,16356,16356
true,281263,281263,281263,281263
true,30330,30330,30330,30330
true,298530,298530,298530,298530
true,270483,270483,270483,270483
true,97916,97916,97916,97916
true,49764,49764,49764,49764
true,38178,38178,38178,38178
true,321572,321572,321572,321572
true,34727,34727,34727,34727
true,9335,9335,9335,9335
true,118016,118016,118016,118016
true,83504,83504,83504,83504
true,64554,64554,64554,64554
true,29127,29127,29127,29127
true,52608,52608,52608,52608
true,88572,88572,88572,88572
true,61022,61022,61022,61022
true,7945,7945,7945,7945
true,12906,12906,12906,12906
true,201660,201660,201660,201660
true,24375,24375,24375,24375
true,86982,86982,86982,86982
true,76680,76680,76680,76680
true,159035,159035,159035,159035
true,35541,35541,35541,35541
true,31620,31620,31620,31620
true,47600,47600,47600,47600
true,57120,57120,57120,57120
true,28566,28566,28566,28566
true,18282,18282,18282,18282
true,61362,61362,61362,61362
true,112896,112896,112896,112896
true,60299,60299,60299,60299
true,125727,125727,125727,125727
true,185400,185400,185400,185400
true,138453,138453,138453,138453
true,28760,28760,28760,28760
true,10465,10465,10465,10465
true,47586,47586,47586,47586
true,52200,52200,52200,52200
true,96480,96480,96480,96480
true,91776,91776,91776,91776
true,255874,255874,255874,255874
true,103114,103114,103114,103114
true,59976,59976,59976,59976
true,27083,27083,27083,27083
true,7365,7365,7365,7365
true,42060,42060,42060,42060
true,80504,80504,80504,80504
true,260766,260766,260766,260766
true,12845,12845,12845,12845
true,52752,52752,52752,52752
true,32395,32395,32395,32395
true,329571,329571,329571,329571
true,327840,327840,327840,327840
true,27146,27146,27146,27146
true,116396,116396,116396,116396
true,66864,66864,66864,66864
true,41591,41591,41591,41591
true,109344,109344,109344,109344
true,55803,55803,55803,55803
true,141728,141728,141728,141728
true,34090,34090,34090,34090
true,171960,171960,171960,171960
true,150045,150045,150045,150045
true,171480,171480,171480,171480
true,8536,8536,8536,8536
true,165462,165462,165462,165462
true,77935,77935,77935,77935
true,57408,57408,57408,57408
true,45469,45469,45469,45469
true,114090,114090,114090,114090
true,59542,59542,59542,59542
true,258810,258810,258810,258810
true,99690,99690,99690,99690
true,79335,79335,79335,79335
true,43790,43790,43790,43790
true,64505,64505,64505,64505
true,111168,111168,111168,111168
true,49080,49080,49080,49080
true,70499,70499,70499,70499
true,38144,38144,38144,38144
true,48942,48942,48942,48942
true,14112,14112,14112,14112
true,62910,62910,62910,62910
true,99264,99264,99264,99264
true,134406,134406,134406,134406
true,242346,242346,242346,242346
true,34832,34832,34832,34832
true,157643,157643,157643,157643
true,213575,213575,213575,213575
true,111375,111375,111375,111375
true,26304,26304,26304,26304
true,9477,9477,9477,9477
true,120125,120125,120125,120125
true,28310,28310,28310,28310
true,207214,207214,207214,207214
true,199680,199680,199680,199680
true,174291,174291,174291,174291
true,118536,118536,118536,118536
true,89676,89676,89676,89676
true,19040,19040,19040,19040
true,160080,160080,160080,160080
true,7880,7880,7880,7880
true,86207,86207,86207,86207
true,37111,37111,37111,37111
true,109836,109836,109836,109836
true,116352,116352,116352,116352
true,23292,23292,23292,23292
true,20480,20480,20480,20480
true,37960,37960,37960,37960
true,96066,96066,96066,96066
true,146015,146015,146015,146015
true,57942,57942,57942,57942
true,38286,38286,38286,38286
true,128114,128114,128114,128114
true,203720,203720,203720,203720
true,29634,29634,29634,29634
true,78134,78134,78134,78134
true,84591,84591,84591,84591
true,75360,75360,75360,75360
true,109616,109616,109616,109616
true,42045,42045,42045,42045
true,26698,26698,26698,26698
true,34380,34380,34380,34380
true,118515,118515,118515,118515
true,45430,45430,45430,45430
true,49945,49945,49945,49945
true,216162,216162,216162,216162
true,184471,184471,184471,184471
true,155078,155078,155078,155078
true,50680,50680,50680,50680
true,93684,93684,93684,93684
true,252909,252909,252909,252909
true,179631,179631,179631,179631
true,162591,162591,162591,162591
true,70345,70345,70345,70345
true,135936,135936,135936,135936
true,85401,85401,85401,85401
true,119457,119457,119457,119457
true,162360,162360,162360,162360
true,43401,43401,43401,43401
true,63376,63376,63376,63376
true,68634,68634,68634,68634
true,243729,243729,243729,243729
true,33036,33036,33036,33036
true,178512,178512,178512,178512
true,46305,46305,46305,46305
true,75030,75030,75030,75030
true,22984,22984,22984,22984
true,30723,30723,30723,30723
true,19698,19698,19698,19698
true,213044,213044,213044,213044
true,52305,52305,52305,52305
true,25836,25836,25836,25836
true,123180,123180,123180,123180
true,155550,155550,155550,155550
true,173142,173142,173142,173142
true,24871,24871,24871,24871
true,128160,128160,128160,128160
true,258363,258363,258363,258363
true,106392,106392,106392,106392
true,197148,197148,197148,197148
true,327080,327080,327080,327080
true,206934,206934,206934,206934
true,265800,265800,265800,265800
true,77968,77968,77968,77968
true,107028,107028,107028,107028
true,45776,45776,45776,45776
true,10920,10920,10920,10920
true,116974,116974,116974,116974
true,201550,201550,201550,201550
true,266525,266525,266525,266525
true,42813,42813,42813,42813
true,74772,74772,74772,74772
true,198112,198112,198112,198112
true,82484,82484,82484,82484
true,87892,87892,87892,87892
true,15425,15425,15425,15425
true,32450,32450,32450,32450
true,74888,74888,74888,74888
true,43716,43716,43716,43716
true,189225,189225,189225,189225
true,207558,207558,207558,207558
true,154791,154791,154791,154791
true,81634,81634,81634,81634
true,116712,116712,116712,116712
true,343944,343944,343944,343944
true,113781,113781,113781,113781
true,10556,10556,10556,10556
true,147202,147202,147202,147202
true,21360,21360,21360,21360
true,254040,254040,254040,254040
true,102817,102817,102817,102817
true,155020,155020,155020,155020
true,128850,128850,128850,128850
true,32700,32700,32700,32700
true,68172,68172,68172,68172
true,59708,59708,59708,59708
true,201388,201388,201388,201388
true,60390,60390,60390,60390
true,61635,61635,61635,61635
true,137224,137224,137224,137224
true,42624,42624,42624,42624
true,39648,39648,39648,39648
true,178686,178686,178686,178686
true,52008,52008,52008,52008
true,50272,50272,50272,50272
true,148266,148266,148266,148266
true,90850,90850,90850,90850
true,9612,9612,9612,9612
true,84955,84955,84955,84955
true,150892,150892,150892,150892
true,219945,219945,219945,219945
true,87372,87372,87372,87372
true,24738,24738,24738,24738
true,116655,116655,116655,116655
true,23784,23784,23784,23784
true,272319,272319,272319,272319
true,51435,51435,51435,51435
true,13788,13788,13788,13788
true,27426,27426,27426,27426
true,25279,25279,25279,25279
true,96747,96747,96747,96747
true,51114,51114,51114,51114
true,54315,54315,54315,54315
true,14250,14250,14250,14250
true,114240,114240,114240,114240
true,256224,256224,256224,256224
true,99484,99484,99484,99484
true,45324,45324,45324,45324
true,141540,141540,141540,141540
true,288085,288085,288085,288085
true,141808,141808,141808,141808
true,87813,87813,87813,87813
true,56916,56916,56916,56916
true,108288,108288,108288,108288
true,17104,17104,17104,17104
true,96174,96174,96174,96174
true,107085,107085,107085,107085
true,43302,43302,43302,43302
true,33726,33726,33726,33726
true,34986,34986,34986,34986
true,66462,66462,66462,66462
true,117108,117108,117108,117108
true,169736,169736,169736,169736
true,37290,37290,37290,37290
true,120819,120819,120819,120819
true,302528,302528,302528,302528
true,39570,39570,39570,39570
true,251720,251720,251720,251720
true,220332,220332,220332,220332
true,176382,176382,176382,176382
true,128271,128271,128271,128271
true,61732,61732,61732,61732
true,48410,48410,48410,48410
true,98428,98428,98428,98428
true,17251,17251,17251,17251
true,40080,40080,40080,40080
true,84000,84000,84000,84000
true,90255,90255,90255,90255
true,353420,353420,353420,353420
true,47940,47940,47940,47940
true,23710,23710,23710,23710
true,95220,95220,95220,95220
true,32370,32370,32370,32370
true,302105,302105,302105,302105
true,143735,143735,143735,143735
true,34770,34770,34770,34770
true,184310,184310,184310,184310
true,118146,118146,118146,118146
true,26103,26103,26103,26103
true,28710,28710,28710,28710
true,105588,105588,105588,105588
true,21210,21210,21210,21210
true,121142,121142,121142,121142
true,339504,339504,339504,339504
true,49515,49515,49515,49515
true,77700,77700,77700,77700
true,250812,250812,250812,250812
true,32046,32046,32046,32046
true,116280,116280,116280,116280
true,41670,41670,41670,41670
true,126684,126684,126684,126684
true,247722,247722,247722,247722
true,77292,77292,77292,77292
true,25683,25683,25683,25683
true,48256,48256,48256,48256
true,113278,113278,113278,113278
true,43960,43960,43960,43960
true,151335,151335,151335,151335
true,34846,34846,34846,34846
true,36855,36855,36855,36855
true,152110,152110,152110,152110
true,5240,5240,5240,5240
true,111943,111943,111943,111943
true,146960,146960,146960,146960
true,24660,24660,24660,24660
true,203424,203424,203424,203424
true,77460,77460,77460,77460
true,131347,131347,131347,131347
true,119944,119944,119944,119944
true,44400,44400,44400,44400
true,144636,144636,144636,144636
true,69525,69525,69525,69525
true,185388,185388,185388,185388
true,172718,172718,172718,172718
true,59501,59501,59501,59501
true,20867,20867,20867,20867
true,107718,107718,107718,107718
true,13608,13608,13608,13608
true,31521,31521,31521,31521
true,187495,187495,187495,187495
true,58230,58230,58230,58230
true,52554,52554,52554,52554
true,119757,119757,119757,119757
true,87200,87200,87200,87200
true,54992,54992,54992,54992
true,53937,53937,53937,53937
true,106880,106880,106880,106880
true,60528,60528,60528,60528
true,52836,52836,52836,52836
true,41483,41483,41483,41483
true,48370,48370,48370,48370
true,63558,63558,63558,63558
true,221184,221184,221184,221184
true,33803,33803,33803,33803
true,219048,219048,219048,219048
true,158328,158328,158328,158328
true,261662,261662,261662,261662
true,35325,35325,35325,35325
true,164610,164610,164610,164610
true,302867,302867,302867,302867
true,194913,194913,194913,194913
true,101192,101192,101192,101192
true,149864,149864,149864,149864
true,74424,74424,74424,74424
true,139215,139215,139215,139215
true,90867,90867,90867,90867
true,180500,180500,180500,180500
true,37695,37695,37695,37695
true,138306,138306,138306,138306
true,11350,11350,11350,11350
true,248022,248022,248022,248022
true,54164,54164,54164,54164
true,49362,49362,49362,49362
true,36612,36612,36612,36612
true,144534,144534,144534,144534
true,259364,259364,259364,259364
true,281422,281422,281422,281422
true,29315,29315,29315,29315
true,170468,170468,170468,170468
true,187625,187625,187625,187625
true,111766,111766,111766,111766
true,141059,141059,141059,141059
true,59829,59829,59829,59829
true,123992,123992,123992,123992
true,175421,175421,175421,175421
true,84903,84903,84903,84903
true,100400,100400,100400,100400
true,193760,193760,193760,193760
true,23860,23860,23860,23860
true,311883,311883,311883,311883
true,16731,16731,16731,16731
true,172300,172300,172300,172300
true,96512,96512,96512,96512
true,237087,237087,237087,237087
true,61584,61584,61584,61584
true,15290,15290,15290,15290
true,29291,29291,29291,29291
true,67635,67635,67635,67635
true,58212,58212,58212,58212
true,243424,243424,243424,243424
true,75384,75384,75384,75384
true,287799,287799,287799,287799
true,33891,33891,33891,33891
true,118972,118972,118972,118972
true,438548,438548,438548,438548
true,138912,138912,138912,138912
true,57592,57592,57592,57592
true,51392,51392,51392,51392
true,106728,106728,106728,106728
true,240241,240241,240241,240241
true,312461,312461,312461,312461
true,70400,70400,70400,70400
true,100128,100128,100128,100128
true,276605,276605,276605,276605
true,254232,254232,254232,254232
true,97800,97800,97800,97800
true,105938,105938,105938,105938
true,236910,236910,236910,236910
true,94776,94776,94776,94776
true,11220,11220,11220,11220
true,162058,162058,162058,162058
true,179172,179172,179172,179172
true,53697,53697,53697,53697
true,55666,55666,55666,55666
true,57420,57420,57420,57420
true,167860,167860,167860,167860
true,171000,171000,171000,171000
true,29652,29652,29652,29652
true,107321,107321,107321,107321
true,96948,96948,96948,96948
true,113778,113778,113778,113778
true,175140,175140,175140,175140
true,209880,209880,209880,209880
true,15128,15128,15128,15128
true,72128,72128,72128,72128
true,83204,83204,83204,83204
true,129168,129168,129168,129168
true,49688,49688,49688,49688
true,36204,36204,36204,36204
true,319560,319560,319560,319560
true,12452,12452,12452,12452
true,397191,397191,397191,397191
true,67592,67592,67592,67592
true,43760,43760,43760,43760
true,41305,41305,41305,41305
true,63504,63504,63504,63504
true,14196,14196,14196,14196
true,124755,124755,124755,124755
true,23443,23443,23443,23443
true,326820,326820,326820,326820
true,64358,64358,64358,64358
true,43263,43263,43263,43263
true,60258,60258,60258,60258
true,101430,101430,101430,101430
true,59688,59688,59688,59688
true,184675,184675,184675,184675
true,231920,231920,231920,231920
true,147204,147204,147204,147204
true,89648,89648,89648,89648
true,99385,99385,99385,99385
true,79488,79488,79488,79488
true,98854,98854,98854,98854
true,43630,43630,43630,43630
true,297900,297900,297900,297900
true,51020,51020,51020,51020
